street_address,Suburb,city,Postcode,property_type2,Bed,Bath,garage_parks,offstreet_parks,Car,land_size,floor_size,Year Built,Last Rental Price,Last Rental Date,Days on Market,agency,Capital Value,Land Value,Improvement Value,Valuation Date,land_use,development_zone,position,view,roof_construction,wall_construction,category,Furnishings,furnishings_evidence,pets,garage,Latitude,Longitude,__row_id,__geo_query__
2 SQUIRE STREET,MAIREHAU,CHRISTCHURCH,8013,Unit,2.0,2.0,1.0,,1.0,,120.0,1975.0,490.0,2025-05-01,7.0,Myrent.Co.NZ Ltd,440000.0,290000.0,150000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,nill,,,YES,-43.5040635,172.6435573,3731,"2 SQUIRE STREET, MAIREHAU, CHRISTCHURCH, 8013, New Zealand"
1/4 MATATA PLACE,DALLINGTON,CHRISTCHURCH,8061,Townhouse,2.0,1.0,,1.0,1.0,123.0,75.0,2024.0,550.0,2025-05-01,2.0,Max Property Management Ltd,620000.0,220000.0,400000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,,,,NO,-43.5123567,172.6660656,1015,"1/4 MATATA PLACE, DALLINGTON, CHRISTCHURCH, 8061, New Zealand"
6/36 HEYWOOD TERRACE,RICHMOND,CHRISTCHURCH,8013,Townhouse,2.0,2.0,1.0,,1.0,148.0,72.0,2022.0,495.0,2025-05-01,29.0,Quinovic Riccarton,540000.0,230000.0,310000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.524122,172.6532346,796,"6/36 HEYWOOD TERRACE, RICHMOND, CHRISTCHURCH, 8013, New Zealand"
4/142 GERALDINE STREET,EDGEWARE,CHRISTCHURCH,8013,Unit,2.0,1.0,,1.0,1.0,,80.0,1975.0,425.0,2025-05-01,7.0,"Braziers Limited, (Licensed: Reaa 2008)",390000.0,240000.0,150000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,nill,,,NO,-43.5140761,172.6481325,1424,"4/142 GERALDINE STREET, EDGEWARE, CHRISTCHURCH, 8013, New Zealand"
63 COLLIER DRIVE,HALSWELL,CHRISTCHURCH,8025,House,4.0,2.0,2.0,,2.0,400.0,160.0,2022.0,700.0,2025-05-01,31.0,Iron Bridge Property Management - Christchurch,810000.0,400000.0,410000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Dwelling-2020/2029-average,nill,,No,YES,-43.5750578,172.5840241,5128,"63 COLLIER DRIVE, HALSWELL, CHRISTCHURCH, 8025, New Zealand"
4/6 KILTIE STREET,UPPER RICCARTON,CHRISTCHURCH,8041,Townhouse,2.0,2.0,1.0,,1.0,124.0,76.0,2025.0,570.0,2025-05-01,15.0,Opes Property Management South Limited,605000.0,260000.0,345000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,partial,dryer;washer;washer/dryer,,YES,-43.5274044,172.5728159,1092,"4/6 KILTIE STREET, UPPER RICCARTON, CHRISTCHURCH, 8041, New Zealand"
1/107 EDGEWARE ROAD,ST ALBANS,CHRISTCHURCH,8014,Townhouse,2.0,1.0,,,0.0,98.0,75.0,2022.0,530.0,2025-05-01,7.0,Bayleys Property Management Ltd,580000.0,245000.0,335000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,partial,dryer;fridge;fridge/freezer;washing machine,,NO,-43.5132701,172.6400514,1029,"1/107 EDGEWARE ROAD, ST ALBANS, CHRISTCHURCH, 8014, New Zealand"
34 HANRAHAN STREET,UPPER RICCARTON,CHRISTCHURCH,8041,House,3.0,2.0,2.0,,2.0,518.0,,1990.0,630.0,2025-05-01,3.0,Harcourts Asset Managers,890000.0,540000.0,350000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Dwelling-1990's-average,Fully Furnished,,,YES,-43.5289308,172.575288,6075,"34 HANRAHAN STREET, UPPER RICCARTON, CHRISTCHURCH, 8041, New Zealand"
61 TEESDALE STREET,BURNSIDE,CHRISTCHURCH,8053,House,3.0,1.0,,2.0,2.0,617.0,,1960.0,940.0,2025-05-01,7.0,Rempstone Property Management,800000.0,520000.0,280000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-1960's-average,nill,,,NO,-43.4947192,172.5688151,6205,"61 TEESDALE STREET, BURNSIDE, CHRISTCHURCH, 8053, New Zealand"
14 MARYHILL AVENUE,HOON HAY,CHRISTCHURCH,8025,House,3.0,1.0,,2.0,2.0,435.0,124.0,1950.0,580.0,2025-05-01,57.0,Whittle Knight Real Estate Agents,610000.0,290000.0,320000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1950's-average,nill,unfurnished,Pets OK,NO,-43.5633371,172.6049291,3883,"14 MARYHILL AVENUE, HOON HAY, CHRISTCHURCH, 8025, New Zealand"
118 METEHAU STREET,MARSHLAND,CHRISTCHURCH,8083,House,3.0,2.0,2.0,,2.0,466.0,,2015.0,770.0,2025-05-01,37.0,Vision Property Management,870000.0,455000.0,415000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-2010/2019-average,nill,,,YES,-43.4641495,172.6642492,6105,"118 METEHAU STREET, MARSHLAND, CHRISTCHURCH, 8083, New Zealand"
59 MOKIHI GARDENS,HILLMORTON,CHRISTCHURCH,8024,House,3.0,2.0,2.0,,2.0,721.0,,2016.0,875.0,2025-05-01,7.0,Grenadier Rent Shop Ltd,1070000.0,495000.0,575000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-2010/2019-average,nill,,,YES,-43.5483254,172.5876142,5853,"59 MOKIHI GARDENS, HILLMORTON, CHRISTCHURCH, 8024, New Zealand"
1/46 RUDDS ROAD,LINWOOD,CHRISTCHURCH,8062,,2.0,1.0,2.0,,2.0,201.0,66.0,2015.0,510.0,2025-05-01,7.0,-,440000.0,240000.0,200000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-2010/2019-average,nill,,Pets OK,YES,-43.5277455,172.6863333,403,"1/46 RUDDS ROAD, LINWOOD, CHRISTCHURCH, 8062, New Zealand"
25 GAINSBOROUGH STREET,HOON HAY,CHRISTCHURCH,8025,House,3.0,2.0,,2.0,2.0,450.0,130.0,1950.0,700.0,2025-05-01,7.0,Bayleys Property Management Ltd,670000.0,290000.0,380000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Mix.Material,Mix.Material,Residential-Dwelling-1950's-average,nill,,Pets OK,NO,-43.563685,172.6023725,4129,"25 GAINSBOROUGH STREET, HOON HAY, CHRISTCHURCH, 8025, New Zealand"
1/192 WOODHAM ROAD,LINWOOD,CHRISTCHURCH,8062,House,3.0,1.0,1.0,,1.0,,80.0,2016.0,590.0,2025-05-01,29.0,Champagne Homes Ltd,425000.0,139000.0,286000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-2010/2019-average,nill,,,YES,-43.5253263,172.6743132,1412,"1/192 WOODHAM ROAD, LINWOOD, CHRISTCHURCH, 8062, New Zealand"
32 ARIKI PLACE,HEI HEI,CHRISTCHURCH,8042,House,3.0,1.0,,2.0,2.0,678.0,110.0,1950.0,540.0,2025-05-01,9.0,-,570000.0,335000.0,235000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Concrete,Residential-Dwelling-1950's-average,nill,,,NO,-43.5311749,172.528525,3031,"32 ARIKI PLACE, HEI HEI, CHRISTCHURCH, 8042, New Zealand"
8 SHINGLE STREET,SYDENHAM,CHRISTCHURCH,8023,Townhouse,3.0,3.0,1.0,,2.0,159.0,127.0,2020.0,625.0,2025-05-01,7.0,The Property Boss Limited,720000.0,210000.0,510000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5487069,172.6473072,3971,"8 SHINGLE STREET, SYDENHAM, CHRISTCHURCH, 8023, New Zealand"
36 LANDSDOWNE TERRACE,CASHMERE,CHRISTCHURCH,8022,House,3.0,1.0,,2.0,2.0,607.0,130.0,1960.0,650.0,2025-05-01,7.0,-,790000.0,405000.0,385000.0,1/08/2022,Single Unit excluding Bach,Residential Hills,Inside,No appreciable view,Tile Profile,Concrete,Residential-Dwelling-1960's-superior,nill,,,NO,-43.5735631,172.6410911,4060,"36 LANDSDOWNE TERRACE, CASHMERE, CHRISTCHURCH, 8022, New Zealand"
1 VILDEBEEST STREET,HALSWELL,CHRISTCHURCH,8025,House,3.0,2.0,2.0,,2.0,244.0,,2018.0,650.0,2025-05-01,7.0,-,700000.0,270000.0,430000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-2010/2019-average,nill,,,YES,-43.5653391,172.5519699,6345,"1 VILDEBEEST STREET, HALSWELL, CHRISTCHURCH, 8025, New Zealand"
2/66 MARTIN AVENUE,BECKENHAM,CHRISTCHURCH,8023,,2.0,1.0,2.0,,2.0,,120.0,1990.0,640.0,2025-05-02,22.0,Orbit Property Management Ltd,650000.0,335000.0,315000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-1990's-average,nill,,,YES,-43.5643183,172.6444186,3581,"2/66 MARTIN AVENUE, BECKENHAM, CHRISTCHURCH, 8023, New Zealand"
3 SEELSTER LANE,HALSWELL,CHRISTCHURCH,8025,House,3.0,2.0,1.0,,1.0,387.0,141.0,2021.0,670.0,2025-05-02,22.0,Bayleys Property Management Ltd,720000.0,400000.0,320000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Dwelling-2020/2029-average,nill,,,YES,-43.5647813,172.5814784,4603,"3 SEELSTER LANE, HALSWELL, CHRISTCHURCH, 8025, New Zealand"
68 ROYDON DRIVE,TEMPLETON,CHRISTCHURCH,8042,House,4.0,2.0,2.0,,2.0,681.0,,1990.0,670.0,2025-05-02,7.0,-,780000.0,350000.0,430000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1990's-average,nill,,,YES,-43.5510603,172.4656768,6259,"68 ROYDON DRIVE, TEMPLETON, CHRISTCHURCH, 8042, New Zealand"
16 TITIRANGI CRESCENT,PARKLANDS,CHRISTCHURCH,8083,House,4.0,1.0,2.0,,2.0,463.0,,2005.0,750.0,2025-05-02,9.0,Iron Bridge Property Management - Christchurch,840000.0,360000.0,480000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,"Roughcast,etc",Residential-Dwelling-2000/2009-average,nill,,,YES,-43.4760188,172.6893105,6144,"16 TITIRANGI CRESCENT, PARKLANDS, CHRISTCHURCH, 8083, New Zealand"
3 TRAFALGAR STREET,ST ALBANS,CHRISTCHURCH,8014,Townhouse,2.0,3.0,1.0,,1.0,139.0,,2021.0,610.0,2025-05-02,57.0,-,750000.0,220000.0,530000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Corner,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5098122,172.6343495,6293,"3 TRAFALGAR STREET, ST ALBANS, CHRISTCHURCH, 8014, New Zealand"
24 MANHIRE STREET,SPREYDON,CHRISTCHURCH,8024,House,3.0,1.0,,,0.0,278.0,94.0,2025.0,620.0,2025-05-02,7.0,Opes Property Management South Limited,680000.0,255000.0,425000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-2020/2029-average,nill,,Pets OK,NO,-43.5508721,172.6273825,2068,"24 MANHIRE STREET, SPREYDON, CHRISTCHURCH, 8024, New Zealand"
27/27 HAREWOOD ROAD,PAPANUI,CHRISTCHURCH,8053,Townhouse,3.0,2.0,1.0,,1.0,,128.0,2024.0,620.0,2025-05-02,16.0,Max Property Management Ltd,795000.0,250000.0,545000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Rear,No appreciable view,Stone,Fibre Cement,Residential-OYO-2020/2029-average,partial,dryer;fridge;washer,No,YES,-43.4812849,172.5773096,3982,"27/27 HAREWOOD ROAD, PAPANUI, CHRISTCHURCH, 8053, New Zealand"
12 HOLLY ROAD,ST ALBANS,CHRISTCHURCH,8014,Townhouse,3.0,2.0,2.0,,2.0,209.0,129.0,2000.0,1150.0,2025-05-02,7.0,Perfect Stays,770000.0,322903.2258,447096.7742,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2000/2009-average,Fully Furnished,,,YES,-43.5169323,172.6262464,4005,"12 HOLLY ROAD, ST ALBANS, CHRISTCHURCH, 8014, New Zealand"
6/21 BUFFON STREET,WALTHAM,CHRISTCHURCH,8023,Townhouse,2.0,2.0,,1.0,1.0,161.0,76.0,2022.0,550.0,2025-05-02,3.0,Max Property Management Ltd,660000.0,160000.0,500000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Steel/G-Iron,Residential-OYO-2020/2029-average,partial,fridge;fridge/freezer,Pets OK,NO,-43.5497398,172.6499737,1059,"6/21 BUFFON STREET, WALTHAM, CHRISTCHURCH, 8023, New Zealand"
1/22 WARD STREET,ADDINGTON,CHRISTCHURCH,8024,Townhouse,3.0,1.0,1.0,,1.0,185.0,138.0,2025.0,640.0,2025-05-02,8.0,B & N Properties,690000.0,190000.0,500000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5458544,172.6181964,4426,"1/22 WARD STREET, ADDINGTON, CHRISTCHURCH, 8024, New Zealand"
10 ENFORCE LANE,HALSWELL,CHRISTCHURCH,8025,House,4.0,3.0,2.0,,2.0,507.0,,2020.0,645.0,2025-05-02,141.0,Bcr Property Management,1000000.0,440000.0,560000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-Dwelling-2020/2029-average,nill,,,YES,-43.5657606,172.5829754,5909,"10 ENFORCE LANE, HALSWELL, CHRISTCHURCH, 8025, New Zealand"
4F RAILWAY TERRACE,TEMPLETON,CHRISTCHURCH,8042,,2.0,1.0,1.0,,1.0,,71.0,2000.0,435.0,2025-05-02,29.0,First National Progressive,495000.0,240000.0,255000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-2000/2009-average,nill,,,YES,-43.5539415,172.4731308,733,"4F RAILWAY TERRACE, TEMPLETON, CHRISTCHURCH, 8042, New Zealand"
38 ALPHA AVENUE,STROWAN,CHRISTCHURCH,8052,House,3.0,1.0,,2.0,2.0,683.0,130.0,1920.0,700.0,2025-05-02,3.0,Harcourts Asset Managers,1080000.0,660000.0,420000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-1914/1929-average,nill,,,NO,-43.5078184,172.6067516,4032,"38 ALPHA AVENUE, STROWAN, CHRISTCHURCH, 8052, New Zealand"
2/182 MOUNT PLEASANT,MOUNT PLEASANT,CHRISTCHURCH,8081,,3.0,2.0,2.0,,2.0,,110.0,1920.0,1000.0,2025-05-02,107.0,-,930000.0,300000.0,0.0,1/08/2022,Vacant Recreational,Open Space Natural,,,,,Other-Passive Reserve,Fully Furnished,,,YES,-43.5670039,172.7125024,2851,"2/182 MOUNT PLEASANT, MOUNT PLEASANT, CHRISTCHURCH, 8081, New Zealand"
133 HAREWOOD ROAD,PAPANUI,CHRISTCHURCH,8053,House,3.0,2.0,,1.0,1.0,809.0,100.0,1950.0,620.0,2025-05-02,7.0,First National Lethbridge,550000.0,520000.0,30000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Fibre Cement,Weatherboard,Residential-Dwelling-1950's-average,nill,,Pets OK,NO,-43.4926239,172.5987468,2402,"133 HAREWOOD ROAD, PAPANUI, CHRISTCHURCH, 8053, New Zealand"
2/36 COTTERILL STREET,ADDINGTON,CHRISTCHURCH,8024,Unit,2.0,1.0,,1.0,1.0,145.0,57.0,1980.0,390.0,2025-05-02,22.0,-,360000.0,143000.0,217000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1980's-poor,nill,,,NO,-43.5434033,172.6205156,161,"2/36 COTTERILL STREET, ADDINGTON, CHRISTCHURCH, 8024, New Zealand"
1/7 AROSA PLACE,PARKLANDS,CHRISTCHURCH,8083,,4.0,2.0,1.0,,1.0,,106.0,2017.0,720.0,2025-05-02,65.0,Harcourts Asset Managers,540000.0,230000.0,310000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Steel/G-Iron,Brick,Residential-OYO-2010/2019-average,nill,,Pets OK,YES,-43.4762528,172.7034192,2799,"1/7 AROSA PLACE, PARKLANDS, CHRISTCHURCH, 8083, New Zealand"
4 BULLOCK PLACE,ILAM,CHRISTCHURCH,8041,House,4.0,2.0,,2.0,2.0,994.0,162.0,1960.0,680.0,2025-05-02,3.0,Rempstone Property Management,780000.0,600000.0,180000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Steel/G-Iron,Concrete,Residential-Dwelling-1960's-average,nill,,,NO,-43.5105191,172.5667297,5204,"4 BULLOCK PLACE, ILAM, CHRISTCHURCH, 8041, New Zealand"
254 HILLS ROAD,MAIREHAU,CHRISTCHURCH,8013,House,3.0,1.0,,1.0,1.0,774.0,110.0,1940.0,620.0,2025-05-02,7.0,Warwick Todd Ltd,520000.0,325000.0,195000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Weatherboard,Residential-Dwelling-1940's-average,nill,,Pets OK,NO,-43.504885,172.6519002,3094,"254 HILLS ROAD, MAIREHAU, CHRISTCHURCH, 8013, New Zealand"
45 CORSAIR DRIVE,WIGRAM,CHRISTCHURCH,8042,House,3.0,1.0,1.0,,1.0,256.0,111.0,2018.0,650.0,2025-05-02,3.0,Harcourts Asset Managers,720000.0,365000.0,355000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-2010/2019-average,nill,,,YES,-43.5492768,172.5469181,3157,"45 CORSAIR DRIVE, WIGRAM, CHRISTCHURCH, 8042, New Zealand"
2/33 CAVENDISH ROAD,CASEBROOK,CHRISTCHURCH,8051,Unit,3.0,1.0,,1.0,1.0,,90.0,1970.0,560.0,2025-05-02,30.0,Ruby Property Enterprises Ltd,485000.0,265000.0,220000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,nill,,,NO,-43.4820167,172.6059222,1860,"2/33 CAVENDISH ROAD, CASEBROOK, CHRISTCHURCH, 8051, New Zealand"
3A MURMONT STREET,BISHOPDALE,CHRISTCHURCH,8053,Townhouse,2.0,1.0,,1.0,1.0,98.0,100.0,2025.0,520.0,2025-05-02,7.0,Wolfbrook Property Management,500000.0,335000.0,165000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Tile Profile,Concrete,Residential-OYO-1970's-average,nill,,,NO,-43.4883771,172.5809656,2454,"3A MURMONT STREET, BISHOPDALE, CHRISTCHURCH, 8053, New Zealand"
5/51 MATIPO STREET,RICCARTON,CHRISTCHURCH,8041,,4.0,4.0,1.0,,1.0,155.0,160.0,2024.0,990.0,2025-05-02,7.0,Myrent.Co.NZ Ltd,810000.0,290000.0,520000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,Fully Furnished,,,YES,-43.5350767,172.5957569,5129,"5/51 MATIPO STREET, RICCARTON, CHRISTCHURCH, 8041, New Zealand"
12 PLUNKET STREET,SPREYDON,CHRISTCHURCH,8024,House,3.0,1.0,,1.0,1.0,339.0,110.0,1920.0,650.0,2025-05-02,7.0,Rent Wise Property Management,620000.0,390000.0,230000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Tile Profile,Weatherboard,Residential-Dwelling-1914/1929-average,nill,,,NO,-43.552213,172.6079267,2963,"12 PLUNKET STREET, SPREYDON, CHRISTCHURCH, 8024, New Zealand"
7 GRANTON LANE,SPREYDON,CHRISTCHURCH,8024,House,3.0,1.0,,2.0,2.0,,90.0,1995.0,580.0,2025-05-02,43.0,Connolly Gear,600000.0,285000.0,315000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1990's-average,partial,washing machine,,NO,-43.5485904,172.6060236,1760,"7 GRANTON LANE, SPREYDON, CHRISTCHURCH, 8024, New Zealand"
402/18 CARLTON MILL ROAD,MERIVALE,CHRISTCHURCH,8014,Apartment,2.0,1.0,1.0,,1.0,137.0,90.0,2025.0,650.0,2025-05-02,7.0,Bayleys Property Management Ltd,765000.0,415000.0,350000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Rear,No appreciable view,Steel/G-Iron,Concrete,Residential-Apartment-1970's-average,Fully Furnished,,No,YES,-43.5218659,172.6211279,1713,"402/18 CARLTON MILL ROAD, MERIVALE, CHRISTCHURCH, 8014, New Zealand"
9 CAMBERWELL PLACE,AVONHEAD,CHRISTCHURCH,8042,House,3.0,1.0,,2.0,2.0,663.0,131.0,1970.0,650.0,2025-05-02,7.0,Iron Bridge Property Management - Christchurch,750000.0,610000.0,140000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1970's-average,nill,,,NO,-43.5223828,172.5515354,4243,"9 CAMBERWELL PLACE, AVONHEAD, CHRISTCHURCH, 8042, New Zealand"
1/8 NEW BRIGHTON ROAD,SHIRLEY,CHRISTCHURCH,8061,Townhouse,2.0,2.0,1.0,,1.0,,80.0,2022.0,420.0,2025-05-02,144.0,Irelands,580000.0,190000.0,390000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5081972,172.6637614,1312,"1/8 NEW BRIGHTON ROAD, SHIRLEY, CHRISTCHURCH, 8061, New Zealand"
71 MARSHALL STREET,WOOLSTON,CHRISTCHURCH,8023,,4.0,2.0,,,0.0,809.0,130.0,1935.0,360.0,2025-05-02,7.0,Myrent.Co.NZ Ltd,590000.0,340000.0,250000.0,1/08/2022,Multi-unit,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Converted Flat-1930's-average,nill,,,NO,-43.5535207,172.6745134,4186,"71 MARSHALL STREET, WOOLSTON, CHRISTCHURCH, 8023, New Zealand"
G04/171 St Asaph Street,CITY CENTRE,Christchurch City,,apartment,1.0,1.0,,1.0,1.0,60.0,52.0,1990.0,380.0,2025-05-02,145.0,Orbit Property Management,510000.0,237326.7327,272673.2673,1/08/2022,Multi-use within Commercial,Commercial Central City (South Frame) Mixed Use,,,Steel/G-Iron,Mix.Material,Commercial-Multiple/Other-CBD,nill,unfurnished,,No,-43.5360612,172.6351713,8132,"G04/171 Street Asaph Street, CITY CENTRE, Christchurch City, New Zealand"
2/98 PROCTOR STREET,PAPANUI,CHRISTCHURCH,8053,Townhouse,2.0,3.0,1.0,,1.0,123.0,73.0,2023.0,549.0,2025-05-02,2.0,A1 Property Managers Ltd,650000.0,360000.0,290000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,partial,fridge;fridge/freezer;washing machine,,YES,-43.4944408,172.610589,828,"2/98 PROCTOR STREET, PAPANUI, CHRISTCHURCH, 8053, New Zealand"
4/8 LYNDON STREET,RICCARTON,CHRISTCHURCH,8011,Townhouse,3.0,2.0,2.0,,2.0,202.0,,1905.0,770.0,2025-05-02,7.0,"Glass Miles Ltd, (Licensed: Reaa 2008)",810000.0,315000.0,495000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-OYO-2010/2019-average,nill,,,YES,-43.5354766,172.6043753,6197,"4/8 LYNDON STREET, RICCARTON, CHRISTCHURCH, 8011, New Zealand"
42 GLENFIELD CRESCENT,MAIREHAU,CHRISTCHURCH,8052,House,3.0,1.0,,1.0,1.0,612.0,104.0,1950.0,620.0,2025-05-02,15.0,The Property Boss,620000.0,360000.0,260000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Weatherboard,Residential-Dwelling-1950's-average,nill,,,NO,-43.4959037,172.6346353,2703,"42 GLENFIELD CRESCENT, MAIREHAU, CHRISTCHURCH, 8052, New Zealand"
G04/171 St Asaph Street,CITY CENTRE,Christchurch City,,apartment,1.0,1.0,,1.0,1.0,60.0,52.0,1990.0,380.0,2025-05-02,145.0,Orbit Property Management,510000.0,237326.7327,272673.2673,1/08/2022,Multi-use within Commercial,Commercial Central City (South Frame) Mixed Use,,,Steel/G-Iron,Mix.Material,Commercial-Multiple/Other-CBD,nill,unfurnished,,No,-43.5360612,172.6351713,8131,"G04/171 Street Asaph Street, CITY CENTRE, Christchurch City, New Zealand"
2/20 ESPLANADE,SUMNER,CHRISTCHURCH,8081,Apartment,2.0,2.0,,2.0,2.0,,62.0,1990.0,600.0,2025-05-02,3.0,Harcourts Asset Managers,1170000.0,580000.0,590000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,Focal Point Of view - Water,Concrete,Concrete,Residential-Apartment-1990's-superior,Fully Furnished,,Pets OK,NO,-43.5672685,172.7589693,315,"2/20 ESPLANADE, SUMNER, CHRISTCHURCH, 8081, New Zealand"
