street_address,Suburb,city,Postcode,property_type2,Bed,Bath,garage_parks,offstreet_parks,Car,land_size,floor_size,Year Built,Last Rental Price,Last Rental Date,Days on Market,agency,Capital Value,Land Value,Improvement Value,Valuation Date,land_use,development_zone,position,view,roof_construction,wall_construction,category,Furnishings,furnishings_evidence,pets,garage,Latitude,Longitude,__row_id,__geo_query__
1/38 Buffon Street,WALTHAM,Christchurch City,8023,Townhouse,3.0,1.0,,1.0,1.0,142.0,98.0,2025.0,600.0,2025-08-29,26.0,Brooksfield Property Management,690000.0,160000.0,530000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-OYO-2020/2029-average,,,Pets OK,No,-43.5504647,172.650668,7267,"1/38 Buffon Street, WALTHAM, Christchurch City, 8023, New Zealand"
1/4 WANSTEAD PLACE,WOOLSTON,CHRISTCHURCH,8062,Unit,2.0,1.0,,1.0,1.0,538.0,,1970.0,470.0,2025-08-29,13.0,"Cowdy, (Licensed: Reaa 2008)",630000.0,330000.0,180000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Concrete,Residential-OYO-1970's-average,,,,NO,-43.5432209,172.6878719,6451,"1/4 WANSTEAD PLACE, WOOLSTON, CHRISTCHURCH, 8062, New Zealand"
35B Maxwell Street,RICCARTON,Christchurch City,8041,house,2.0,1.0,1.0,1.0,1.0,838.95,100.0,1990.0,590.0,2025-08-29,26.0,,580000.0,380000.0,200000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Tile Profile,Brick,Residential-OYO-1990's-average,Fully Furnished,,,Yes,-43.5323558,172.5945783,7821,"35B Maxwell Street, RICCARTON, Christchurch City, 8041, New Zealand"
7/12 Edward Ave,EDGEWARE,Christchurch City,8013,Unit,2.0,2.0,,1.0,1.0,178.0,71.0,2023.0,535.0,2025-08-29,26.0,Positive Asset Management (Chch),680000.0,270000.0,410000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,partial,dryer;fridge;fridge/freezer;washer;washer/dryer,,No,-43.5114325,172.6435999,7269,"7/12 Edward Avenue, EDGEWARE, Christchurch City, 8013, New Zealand"
25 BROADHAVEN AVENUE,PARKLANDS,CHRISTCHURCH,8083,House,4.0,2.0,2.0,,2.0,679.0,,1990.0,699.0,2025-08-29,13.0,A1 Property Managers Ltd,810000.0,400000.0,410000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1990's-average,nill,,,YES,-43.4724449,172.6993782,6199,"25 BROADHAVEN AVENUE, PARKLANDS, CHRISTCHURCH, 8083, New Zealand"
169 Withells Road,AVONHEAD,Christchurch City,8042,apartment,3.0,1.0,2.0,2.0,2.0,300.0,112.0,1970.0,600.0,2025-08-29,26.0,Iron Bridge Property Management - Christchurch,692500.0,516936.6197,175563.3803,1/08/2022,Multi-unit,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-Dwelling-1970's-average,partial,washing machine,Pets OK,Yes,-43.5139154,172.5542342,7242,"169 Withells Road, AVONHEAD, Christchurch City, 8042, New Zealand"
360 BLENHEIM ROAD,UPPER RICCARTON,CHRISTCHURCH,8041,House,3.0,1.0,,1.0,1.0,774.0,100.0,1950.0,650.0,2025-08-29,12.0,-,580000.0,380000.0,200000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Weatherboard,Residential-Dwelling-1950's-average,nill,,,NO,-43.538865,172.5768172,2358,"360 BLENHEIM ROAD, UPPER RICCARTON, CHRISTCHURCH, 8041, New Zealand"
38 BERRY STREET,ST ALBANS,CHRISTCHURCH,8014,House,3.0,1.0,,2.0,2.0,506.0,,1905.0,800.0,2025-08-29,14.0,Harcourts Asset Managers,1140000.0,860000.0,280000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-pre 1914-average,nill,,,NO,-43.5175653,172.6310617,5815,"38 BERRY STREET, ST ALBANS, CHRISTCHURCH, 8014, New Zealand"
77E BORDESLEY STREET,PHILLIPSTOWN,CHRISTCHURCH,8011,,1.0,1.0,,,0.0,112.0,44.0,2000.0,370.0,2025-08-29,12.0,Propertyscouts Christchurch Metro,270000.0,130000.0,140000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-OYO-2000/2009-average,nill,,,NO,-43.5378493,172.663703,18,"77E BORDESLEY STREET, PHILLIPSTOWN, CHRISTCHURCH, 8011, New Zealand"
5/21 Fairfield Avenue,ADDINGTON,Christchurch City,8024,Townhouse,2.0,2.0,,1.0,1.0,137.0,72.0,2025.0,509.0,2025-08-29,26.0,Wolfbrook Property Management,590000.0,160000.0,430000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Fibre Cement,Residential-OYO-2020/2029-average,partial,dryer;washer,,No,-43.5442531,172.6231634,7730,"5/21 Fairfield Avenue, ADDINGTON, Christchurch City, 8024, New Zealand"
8/1036 Colombo Street,ST. ALBANS,Christchurch City,2025,townhouse,2.0,1.0,,1.0,1.0,92.0,61.0,2014.0,500.0,2025-08-29,26.0,Holmwood Property Management St Albans,520000.0,173333.3333,346666.6667,1/08/2022,Single Unit excluding Bach,,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2010/2019-average,,,,No,-43.5151003,172.6370919,8096,"8/1036 Colombo Street, ST. ALBANS, Christchurch City, 2025, New Zealand"
123 COBHAM STREET,SPREYDON,CHRISTCHURCH,8024,Unit,3.0,1.0,2.0,1.0,3.0,753.0,,1991.0,690.0,2025-08-29,36.0,Trust Living Investment Limited,1210000.0,640000.0,570000.0,1/08/2022,Multi-unit,Residential Suburban Density Transition,Inside,No appreciable view,Mix.Material,Mix.Material,Residential-Multiple Dwellings-Mixed Age-average,nill,,,YES,-43.5532018,172.6128652,5779,"123 COBHAM STREET, SPREYDON, CHRISTCHURCH, 8024, New Zealand"
8A Eastman Drive,HALSWELL,Christchurch City,2025,House,3.0,2.0,1.0,2.0,1.0,239.0,116.0,2025.0,640.0,2025-08-29,26.0,Care Property Rentals,680000.0,370000.0,310000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-Dwelling-2020/2029-average,,,Pets OK,Yes,-43.5830688,172.5818971,7276,"8A Eastman Drive, HALSWELL, Christchurch City, 2025, New Zealand"
7/27 LINWOOD AVENUE,LINWOOD,CHRISTCHURCH,8011,Townhouse,3.0,2.0,,1.0,1.0,134.0,94.0,2023.0,590.0,2025-08-29,370.0,Whittle Knight Real Estate Agents,700000.0,210000.0,490000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,partial,dryer;washing machine,,NO,-43.5260504,172.6622911,2062,"7/27 LINWOOD AVENUE, LINWOOD, CHRISTCHURCH, 8011, New Zealand"
3/9 Rodney Street,NEW BRIGHTON,Christchurch City,8061,Unit,2.0,1.0,,2.0,2.0,445.0,240.0,1915.0,420.0,2025-08-29,26.0,"Ray White New Brighton (Results Realty Ltd), (Licensed: REAA 2008)",960000.0,365000.0,595000.0,1/08/2022,Multi-unit,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-Purpose built flat-1970's-average,,,,No,-43.513496,172.7326035,6730,"3/9 Rodney Street, NEW BRIGHTON, Christchurch City, 8061, New Zealand"
31 DOW SQUARE,WIGRAM,CHRISTCHURCH,8025,House,3.0,1.0,1.0,,1.0,264.0,122.0,2020.0,600.0,2025-08-29,12.0,Bayleys Property Management Ltd,710000.0,395000.0,315000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,Focal Point Of view - Other,Steel/G-Iron,Weatherboard,Residential-Dwelling-2020/2029-average,nill,,Pets OK,YES,-43.5584278,172.5482492,3794,"31 DOW SQUARE, WIGRAM, CHRISTCHURCH, 8025, New Zealand"
7 WRIGHTS ROAD,ADDINGTON,CHRISTCHURCH,8024,Unit,2.0,1.0,,8.0,6.0,85.0,75.0,1970.0,420.0,2025-08-29,13.0,"Cowdy, (Licensed: Reaa 2008)",610000.0,167258.0645,442741.9355,1/08/2022,Multi-unit,Residential Zone D,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Purpose built flat-1970's-average,nill,,,NO,-43.5495518,172.6003833,1017,"7 WRIGHTS ROAD, ADDINGTON, CHRISTCHURCH, 8024, New Zealand"
292 Innes Road,ST. ALBANS,Christchurch City,8052,apartment,2.0,1.0,1.0,2.0,1.0,117.0,103.0,1940.0,530.0,2025-08-29,26.0,"Cowdy, (Licensed: REAA 2008)",680000.0,460000.0,220000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-1940's-average,,,Pets OK,Yes,-43.5013449,172.635606,7285,"292 Innes Road, ST. ALBANS, Christchurch City, 8052, New Zealand"
39 Parnwell Street,BURWOOD,Christchurch City,8083,House,4.0,1.0,,2.0,1.0,1047.0,234.0,1905.0,600.0,2025-08-29,26.0,,680000.0,380000.0,300000.0,1/08/2022,Multi-unit,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-Multiple Dwellings-Mixed Age-average,partial,dryer;fridge;washing machine,,No,-43.4936978,172.6886596,7286,"39 Parnwell Street, BURWOOD, Christchurch City, 8083, New Zealand"
27B NEWNHAM TERRACE,UPPER RICCARTON,CHRISTCHURCH,8041,,4.0,1.0,2.0,,2.0,357.0,229.0,2000.0,1500.0,2025-08-29,12.0,Quinovic Merivale,790000.0,530000.0,260000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Rear,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-2000/2009-average,partial,fridge;fridge/freezer,,YES,-43.5289506,172.5763656,5591,"27B NEWNHAM TERRACE, UPPER RICCARTON, CHRISTCHURCH, 8041, New Zealand"
103/435 Hereford Street,LINWOOD,Christchurch City,8011,apartment,1.0,1.0,,1.0,1.0,77.0,56.0,2025.0,460.0,2025-08-29,26.0,Brooksfield Property Management,527500.0,237153.3613,290346.6387,1/08/2022,Multi-unit,Commercial Central City Business,Corner,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-Multiple Dwellings-2020/2029-average,,,Pets OK,No,-43.5318112,172.6573855,8087,"103/435 Hereford Street, LINWOOD, Christchurch City, 8011, New Zealand"
132 SAINT JAMES AVENUE,PAPANUI,CHRISTCHURCH,8053,Unit,2.0,1.0,1.0,,1.0,,100.0,1970.0,485.0,2025-08-29,41.0,Harcourts Gold Property Management,520000.0,350000.0,170000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Rear,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,partial,microwave;washing machine,,YES,-43.4970258,172.6064959,2435,"132 SAINT JAMES AVENUE, PAPANUI, CHRISTCHURCH, 8053, New Zealand"
33 VEITCHES ROAD,CASEBROOK,CHRISTCHURCH,8051,House,5.0,2.0,2.0,,2.0,500.0,220.0,1995.0,729.0,2025-08-29,13.0,A1 Property Managers Ltd,790000.0,315000.0,475000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,"Roughcast,etc",Residential-Dwelling-1990's-average,nill,,,YES,-43.4814,172.597382,5586,"33 VEITCHES ROAD, CASEBROOK, CHRISTCHURCH, 8051, New Zealand"
3/441 ARMAGH STREET,LINWOOD,CHRISTCHURCH,8011,,2.0,1.0,1.0,,1.0,98.0,100.0,2025.0,440.0,2025-08-29,12.0,The Good Girls Property Management Ltd,450000.0,205000.0,245000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Tile Profile,Concrete,Residential-OYO-1970's-average,nill,,,YES,-43.5281271,172.658723,2501,"3/441 ARMAGH STREET, LINWOOD, CHRISTCHURCH, 8011, New Zealand"
1 SIOUX AVENUE,WIGRAM,CHRISTCHURCH,8042,House,4.0,1.0,2.0,,2.0,600.0,187.0,2000.0,740.0,2025-08-29,12.0,"Najib Real Estate Ltd, (Licensed: Reaa 2008)",820000.0,405000.0,415000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Corner,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-2000/2009-average,nill,,,YES,-43.5492217,172.5399304,5429,"1 SIOUX AVENUE, WIGRAM, CHRISTCHURCH, 8042, New Zealand"
2/89A TENNYSON STREET,SYDENHAM,CHRISTCHURCH,8023,Unit,2.0,1.0,,1.0,1.0,,70.0,1975.0,470.0,2025-08-29,12.0,Myrent.Co.NZ Ltd,410000.0,335000.0,75000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,nill,,No,NO,-43.5572461,172.6434761,615,"2/89A TENNYSON STREET, SYDENHAM, CHRISTCHURCH, 8023, New Zealand"
292 INNES ROAD,MAIREHAU,CHRISTCHURCH,8052,House,2.0,1.0,,1.0,1.0,713.0,103.0,1940.0,530.0,2025-08-29,13.0,"Cowdy, (Licensed: Reaa 2008)",680000.0,460000.0,220000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-1940's-average,nill,,,NO,-43.5013449,172.635606,2640,"292 INNES ROAD, MAIREHAU, CHRISTCHURCH, 8052, New Zealand"
6 Cunneen Place,HALSWELL,Christchurch City,8025,house,5.0,2.0,2.0,2.0,2.0,786.0,226.0,2000.0,790.0,2025-08-29,26.0,Harcourts Asset Managers,820000.0,460000.0,360000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-2000/2009-average,nill,unfurnished,,Yes,-43.5695934,172.5693696,6902,"6 Cunneen Place, HALSWELL, Christchurch City, 8025, New Zealand"
34 Greenwich Street,HALSWELL,Christchurch City,8025,House,3.0,2.0,2.0,,2.0,469.0,150.0,2013.0,675.0,2025-08-29,26.0,Grenadier Rent Shop Ltd,820000.0,400000.0,420000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-2010/2019-average,,,Pets OK,Yes,-43.5711188,172.5429479,6903,"34 Greenwich Street, HALSWELL, Christchurch City, 8025, New Zealand"
5/50 Chelsea Street,LINWOOD,Christchurch City,8062,apartment,1.0,1.0,,1.0,1.0,77.0,54.0,2024.0,460.0,2025-08-29,26.0,Trust Living Investment Limited,500000.0,165000.0,335000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Rear,No appreciable view,Steel/G-Iron,Fibre Cement,Residential-OYO-2020/2029-average,,,,No,-43.532422,172.6791694,8171,"5/50 Chelsea Street, LINWOOD, Christchurch City, 8062, New Zealand"
461 MAIREHAU ROAD,PARKLANDS,CHRISTCHURCH,8083,House,3.0,1.0,,1.0,1.0,615.0,110.0,1970.0,650.0,2025-08-29,12.0,Rent Wise Property Management,600000.0,330000.0,270000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Concrete,Residential-Dwelling-1970's-average,nill,,,NO,-43.4828717,172.7005012,2996,"461 MAIREHAU ROAD, PARKLANDS, CHRISTCHURCH, 8083, New Zealand"
42a Diamond Avenue,SPREYDON,Christchurch City,8024,Townhouse,3.0,2.0,2.0,3.0,2.0,379.0,177.0,2017.0,680.0,2025-08-29,26.0,Quinovic Riccarton,810000.0,400000.0,410000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Rear,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-Dwelling-2010/2019-average,partial,dryer;fridge;washing machine,Pets OK,Yes,-43.5518949,172.6152524,6927,"42a Diamond Avenue, SPREYDON, Christchurch City, 8024, New Zealand"
2/27 Tonbridge Street,MERIVALE,Christchurch City,8014,townhouse,2.0,1.0,1.0,,2.0,126.5425532,110.8445946,2025.0,560.0,2025-08-29,26.0,,730000.0,412055.7491,317944.2509,1/08/2022,Multi-unit,,Inside,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Multiple Dwellings-2010/2019-average,,,Pets OK,Yes,-43.5195377,172.6251355,7121,"2/27 Tonbridge Street, MERIVALE, Christchurch City, 8014, New Zealand"
27 Chrysolite Place,BELFAST,Christchurch City,2025,House,3.0,2.0,1.0,1.0,1.0,238.0,119.0,2025.0,605.0,2025-08-29,26.0,A1 Property Managers Ltd,630000.0,330000.0,300000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-Dwelling-2020/2029-average,,,,Yes,-43.4499563,172.6281616,7489,"27 Chrysolite Place, BELFAST, Christchurch City, 2025, New Zealand"
5/322 Durham Street North,CITY CENTRE,Christchurch City,8014,townhouse,2.0,2.0,,1.0,1.0,56.0,88.0,2021.0,525.0,2025-08-29,26.0,Max Property Management Ltd,630000.0,265263.1579,364736.8421,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,partial,dryer;fridge;fridge/freezer;microwave;washer;washer/dryer,Pets OK,No,-43.5260909,172.6338472,7488,"5/322 Durham Street North, CITY CENTRE, Christchurch City, 8014, New Zealand"
355 WAIRAKEI ROAD,BURNSIDE,CHRISTCHURCH,8053,House,3.0,1.0,,2.0,2.0,552.0,84.0,1950.0,670.0,2025-08-29,215.0,Holmwood Property Management,550000.0,255000.0,295000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Weatherboard,Residential-Dwelling-1950's-average,nill,,,NO,-43.4970604,172.5789254,1565,"355 WAIRAKEI ROAD, BURNSIDE, CHRISTCHURCH, 8053, New Zealand"
51 WILLIAM NICHOLLS DRIVE,BELFAST,CHRISTCHURCH,8051,House,3.0,2.0,2.0,,2.0,319.0,146.0,2020.0,630.0,2025-08-29,43.0,Iron Bridge Property Management - Christchurch,720000.0,390000.0,330000.0,1/08/2022,Single Unit excluding Bach,Residential New Neighbourhood,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-2020/2029-average,nill,,,YES,-43.4571418,172.6333992,4725,"51 WILLIAM NICHOLLS DRIVE, BELFAST, CHRISTCHURCH, 8051, New Zealand"
7/101 Wainui Street,RICCARTON,Christchurch City,8041,Townhouse,2.0,1.0,,,0.0,100.0,69.0,2025.0,520.0,2025-08-29,26.0,Harcourts Gold Property Management,635000.0,250000.0,385000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Rear,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,,,Pets OK,No,-43.531286,172.5929688,7479,"7/101 Wainui Street, RICCARTON, Christchurch City, 8041, New Zealand"
6 Kildare Street,BELFAST,Christchurch City,8051,House,4.0,2.0,2.0,2.0,2.0,450.0,164.0,2024.0,695.0,2025-08-29,26.0,Harcourts Asset Managers,790000.0,390000.0,400000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-2020/2029-average,,,Pets OK,Yes,-43.4551227,172.6215275,6964,"6 Kildare Street, BELFAST, Christchurch City, 8051, New Zealand"
33 Veitches Road,CASEBROOK,Christchurch City,8051,House,4.0,2.0,2.0,2.0,2.0,500.0,220.0,1995.0,729.0,2025-08-29,26.0,A1 Property Managers Ltd,790000.0,315000.0,475000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,"Roughcast,etc",Residential-Dwelling-1990's-average,,,,Yes,-43.4814,172.597382,6966,"33 Veitches Road, CASEBROOK, Christchurch City, 8051, New Zealand"
2/17 HORNBROOK STREET,WALTHAM,CHRISTCHURCH,8023,Townhouse,2.0,1.0,1.0,,1.0,165.0,68.0,2022.0,450.0,2025-08-29,30.0,Rent Right Property Management Ltd,640000.0,160000.0,480000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Rear,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,,YES,-43.5489574,172.6544493,446,"2/17 HORNBROOK STREET, WALTHAM, CHRISTCHURCH, 8023, New Zealand"
1C STAFFORDSHIRE STREET,BURWOOD,CHRISTCHURCH,8083,,2.0,1.0,1.0,,1.0,,85.0,2000.0,580.0,2025-08-29,12.0,Red Chili Property Management Ltd,405000.0,235000.0,170000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-2000/2009-poor,nill,,,YES,-43.4838979,172.6817596,1607,"1C STAFFORDSHIRE STREET, BURWOOD, CHRISTCHURCH, 8083, New Zealand"
28 CRESSY TERRACE,LYTTELTON,LYTTELTON,8082,House,3.0,2.0,2.0,,2.0,784.0,141.0,1910.0,429.0,2025-08-29,44.0,Wolfbrook Property Management,710000.0,320000.0,390000.0,1/08/2022,Single Unit excluding Bach,Residential Banks Peninsula,Inside,Focal Point Of view - Water,Steel/G-Iron,Mix.Material,Residential-Dwelling-1914/1929-average,,,,YES,-43.6041968,172.7083604,4604,"28 CRESSY TERRACE, LYTTELTON, 8082, New Zealand"
56A DIAMOND AVENUE,SPREYDON,CHRISTCHURCH,8024,House,3.0,1.0,2.0,,2.0,422.0,140.0,1990.0,500.0,2025-08-29,447.0,Holmwood Property Management,430000.0,350000.0,80000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Rear,No appreciable view,Steel/G-Iron,Brick,Residential-Dwelling-1990's-average,nill,,,YES,-43.5513313,172.6163093,4585,"56A DIAMOND AVENUE, SPREYDON, CHRISTCHURCH, 8024, New Zealand"
1/54  Matai Street,RICCARTON,Christchurch City,8011,house,2.0,1.0,1.0,1.0,1.0,759.0,113.0,1940.0,530.0,2025-08-29,26.0,A1 Property Managers Ltd,385000.0,220000.0,165000.0,1/08/2022,Single Unit excluding Bach,Residential,Inside,No appreciable view,Steel/G-Iron,"Roughcast,etc",Residential-Dwelling-1960's-average,partial,dryer;washing machine,,Yes,-43.5252167,172.6070048,8412,"1/54 Matai Street, RICCARTON, Christchurch City, 8011, New Zealand"
5/25 BUNYAN STREET,WALTHAM,CHRISTCHURCH,8023,Townhouse,2.0,1.0,1.0,,1.0,131.0,71.0,2022.0,650.0,2025-08-29,12.0,Brooksfield Property Management,700000.0,200000.0,500000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Brick,Residential-OYO-2020/2029-average,Fully Furnished,,,YES,-43.5504888,172.6492001,674,"5/25 BUNYAN STREET, WALTHAM, CHRISTCHURCH, 8023, New Zealand"
3 DAMPIER STREET,WOOLSTON,CHRISTCHURCH,8023,,2.0,1.0,,1.0,1.0,87.0,90.0,2025.0,450.0,2025-08-29,23.0,Harcourts Asset Managers,390000.0,242598.4252,147401.5748,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,nill,,,NO,-43.5444165,172.6691317,1915,"3 DAMPIER STREET, WOOLSTON, CHRISTCHURCH, 8023, New Zealand"
91 Yaldhurst Road,SOCKBURN,Christchurch City,8042,house,3.0,2.0,1.0,1.0,1.0,535.5539823,150.0,1990.0,620.0,2025-08-29,26.0,Orbit Property Management,650000.0,495000.0,155000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1940's-average,nill,unfurnished,,Yes,-43.52916,172.5619577,7409,"91 Yaldhurst Road, SOCKBURN, Christchurch City, 8042, New Zealand"
5/112 BORDESLEY STREET,PHILLIPSTOWN,CHRISTCHURCH,8011,,2.0,1.0,,1.0,1.0,94.5,90.0,2025.0,430.0,2025-08-29,12.0,Bayleys Property Management Ltd,380000.0,145000.0,235000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Tile Profile,Concrete,Residential-OYO-1970's-average,nill,,Pets OK,NO,-43.5371924,172.665825,1916,"5/112 BORDESLEY STREET, PHILLIPSTOWN, CHRISTCHURCH, 8011, New Zealand"
11/15 BUNYAN STREET,WALTHAM,CHRISTCHURCH,8023,Townhouse,2.0,2.0,1.0,,1.0,82.0,69.0,2022.0,500.0,2025-08-29,22.0,Pukeko Rental Managers Christchurch South,710000.0,180000.0,530000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,No,YES,-43.5511298,172.6478844,478,"11/15 BUNYAN STREET, WALTHAM, CHRISTCHURCH, 8023, New Zealand"
2/15 Bowen Street,UPPER RICCARTON,Christchurch City,8041,unit,2.0,1.0,1.0,1.0,1.0,140.0,70.0,1965.0,475.0,2025-08-29,26.0,Rent Right Property Management Ltd,500000.0,225000.0,275000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Tile Profile,Concrete,Residential-OYO-1960's-average,,,,Yes,-43.5301856,172.5721227,8172,"2/15 Bowen Street, UPPER RICCARTON, Christchurch City, 8041, New Zealand"
8/212 Cashel Street,CITY CENTRE,Christchurch City,8011,apartment,1.0,1.0,,,0.0,64.0,63.0,2021.0,550.0,2025-08-29,26.0,Birds Nest Property Management,540000.0,235000.0,305000.0,1/08/2022,Single Unit excluding Bach,Commercial Central City Business,Inside,No appreciable view,Malthoid/Fab,Brick,Residential-Apartment-2020/2029-average,Fully Furnished,,,No,-43.5334713,172.6410652,8008,"8/212 Cashel Street, CITY CENTRE, Christchurch City, 8011, New Zealand"
48 Patterson Terrace,HALSWELL,Christchurch City,8025,House,3.0,1.0,2.0,2.0,2.0,858.0,110.0,1980.0,570.0,2025-08-29,26.0,Priority Property Management Ltd,740000.0,430000.0,310000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Tile Profile,Concrete,Residential-Dwelling-1980's-average,nill,unfurnished,Pets OK,Yes,-43.575879,172.554582,7093,"48 Patterson Terrace, HALSWELL, Christchurch City, 8025, New Zealand"
48a Vernon Terrace,HILLSBOROUGH,Christchurch City,8022,house,3.0,1.0,2.0,,2.0,535.5539823,140.0,1990.0,630.0,2025-08-29,26.0,Warwick Todd Ltd,770000.0,235000.0,535000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Rear,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1990's-average,,,,Yes,-43.5665754,172.6620387,7015,"48a Vernon Terrace, HILLSBOROUGH, Christchurch City, 8022, New Zealand"
5/303 Hereford Street,CITY CENTRE,Christchurch City,8011,Townhouse,2.0,1.0,1.0,,1.0,112.0,96.0,2021.0,600.0,2025-08-29,26.0,Max Property Management Ltd,775000.0,280000.0,495000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Rear,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,partial,dryer;fridge;fridge/freezer;microwave;washer;washer/dryer,,Yes,-43.5317727,172.6486155,7011,"5/303 Hereford Street, CITY CENTRE, Christchurch City, 8011, New Zealand"
